amazon_order_id,method,_fivetran_synced
111-4381379-4709008,Standard,2025-01-29 00:36:04.798000+00:00
113-0886437-8753821,Standard,2025-01-30 00:36:03.499000+00:00
113-8395971-9287451,Standard,2025-02-02 00:36:42.370000+00:00
112-6837654-5151467,Standard,2025-02-10 00:36:50.370000+00:00
113-8263481-3835458,Standard,2025-02-12 00:36:23.797000+00:00
112-9592653-8053024,Standard,2025-02-14 00:36:51.101000+00:00
112-5887247-4841012,Standard,2025-02-21 00:36:40.232000+00:00
112-2490605-1053837,Standard,2025-02-24 00:37:01.275000+00:00
114-0281379-0300205,Standard,2025-02-28 00:37:06.935000+00:00
112-6147831-4013056,Standard,2025-03-01 00:36:45.736000+00:00
111-6399239-0645852,Standard,2025-03-02 00:36:53.050000+00:00
113-0619507-9969830,Standard,2025-03-07 00:35:51.865000+00:00
112-9365095-3269859,Standard,2025-03-12 00:48:52.172000+00:00
112-0177034-0192215,Standard,2025-03-13 00:38:03.517000+00:00
112-1225789-7926669,Standard,2025-03-15 00:36:52.545000+00:00
113-6442367-8344222,Standard,2025-03-17 00:36:42.022000+00:00
113-1586657-6204207,Standard,2025-03-23 00:37:20.368000+00:00
112-4673674-4552259,Standard,2025-03-23 00:37:20.436000+00:00
114-8152630-4579419,Standard,2025-03-25 00:37:08.315000+00:00
113-0850525-0234615,Standard,2025-03-25 00:37:08.392000+00:00
112-2792824-4708201,Standard,2025-04-03 00:37:45.156000+00:00
111-0602387-8028256,Standard,2025-04-03 00:37:39.300000+00:00
114-9918979-8695401,Standard,2025-04-15 00:37:34.908000+00:00
114-0038127-3125812,Standard,2025-01-05 00:36:42.679000+00:00
114-3607982-1747407,Standard,2025-01-09 00:36:11.508000+00:00
112-4469625-0023411,Standard,2025-01-16 00:36:50.234000+00:00
112-8265783-3351414,Standard,2025-01-18 00:35:41.083000+00:00
114-0845159-4348216,Standard,2025-01-20 00:35:50.587000+00:00
113-1214334-5615439,Standard,2025-01-29 00:36:04.722000+00:00
112-3709726-5333846,Standard,2025-01-31 00:37:23.277000+00:00
111-9517170-0101838,Standard,2025-02-01 00:36:00.492000+00:00
113-4658974-7441853,Standard,2025-02-03 00:36:38.791000+00:00
114-7088880-2182645,Standard,2025-02-04 00:37:18.969000+00:00
111-0332135-8223430,Standard,2025-02-06 00:36:40.278000+00:00
114-3113713-6999419,Standard,2025-02-06 00:36:42.122000+00:00
112-7150027-6439459,Standard,2025-02-08 00:36:50.987000+00:00
111-0111046-5005005,Standard,2025-02-10 00:36:48.540000+00:00
112-0520631-8832209,Standard,2025-02-11 00:37:14.703000+00:00
111-7632514-6285044,Standard,2025-02-12 00:36:23.647000+00:00
111-2381132-9370667,Standard,2025-02-13 00:36:51.428000+00:00
112-0634776-8925865,Standard,2025-02-15 00:37:22.371000+00:00
111-7053596-8501855,Standard,2025-02-19 00:37:38.922000+00:00
113-4511095-6183401,Standard,2025-02-19 00:37:38.700000+00:00
112-3592412-6991468,Standard,2025-02-21 00:36:40.273000+00:00
114-9527835-9505823,Standard,2025-02-23 00:35:53.573000+00:00
113-7443186-8388255,Standard,2025-02-24 00:36:57.273000+00:00
111-9272637-6925062,Standard,2025-02-25 00:36:41.150000+00:00
112-8353367-6865069,Standard,2025-02-26 00:35:56.436000+00:00
112-0753721-6625030,Standard,2025-03-01 00:36:45.657000+00:00
113-3898952-3308247,Standard,2025-03-06 00:36:12.348000+00:00
113-2949267-8044236,Standard,2025-03-08 00:36:13.643000+00:00
112-4529652-9548260,Standard,2025-03-12 00:48:50.264000+00:00
113-6870541-5623428,Standard,2025-03-12 00:48:50.326000+00:00
112-3817292-1808234,Standard,2025-03-13 00:38:09.520000+00:00
113-8228997-6855432,Standard,2025-03-16 00:38:00.017000+00:00
113-2608741-4968211,Standard,2025-03-19 00:37:11.056000+00:00
111-9538337-0611449,Standard,2025-03-21 00:37:03.293000+00:00
114-0059170-7585803,Standard,2025-03-30 00:37:46.774000+00:00
113-7771131-3639430,Standard,2025-04-01 00:38:04.101000+00:00
113-7910636-6342612,Standard,2025-04-02 00:37:48.007000+00:00
112-2826341-0211407,Standard,2025-04-03 00:37:41.161000+00:00
111-3752832-2443465,Standard,2025-04-03 00:37:43.179000+00:00
113-9601081-4843402,Standard,2025-04-06 00:37:38.143000+00:00
113-3471900-8802665,Standard,2025-04-07 00:36:35.232000+00:00
111-2390603-0391402,Standard,2025-04-09 00:38:14.381000+00:00
111-1069795-9231429,Standard,2025-04-09 00:38:14.475000+00:00
111-3380364-1741805,Standard,2025-04-15 00:37:34.956000+00:00
111-1648433-1004240,Standard,2025-08-13 00:47:23.368000+00:00
