id,canceled_at,completed_at,created,current_phase_start_date,current_phase_end_date,default_settings_collection_method,default_settings_default_payment_method,default_settings_invoice_settings_days_until_due,default_settings_billing_thresholds_amount_gte,default_settings_billing_thresholds_reset_billing_cycle_anchor,end_behavior,livemode,metadata,released_at,released_subscription,status,customer_id,subscription_id,_fivetran_synced
sub_sched_1PdLO0FCPJnn9IgIX9y5b4M9,,,2024-07-17 00:06:24+00:00,,,charge_automatically,pm_1MFh3XFCPJnn9IgIiegvRkCe,,,,release,True,"{""caregiver_user_pool_id"":""03c4df01-e13c-4dfd-bdfc-bf609c059359""}",2024-08-05 16:46:45+00:00,sub_1MFh3YFCPJnn9IgItRzJtId6,released,cus_MzgQnj3ftFEhTN,,2024-08-14 01:20:07.854000+00:00
sub_sched_1Pd1KxFCPJnn9IgIBbiUd6F8,,,2024-07-16 02:41:55+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""603e7d52-9817-4cf1-81a4-c5a8430effd6""}",2024-08-04 18:19:32+00:00,sub_1PYuFjFCPJnn9IgIyJxtblCn,released,cus_NbCfZXGed89pXa,,2024-08-14 01:20:06.754000+00:00
sub_sched_1PluqEFCPJnn9IgINcmaUklZ,,,2024-08-09 15:34:58+00:00,,,charge_automatically,pm_1MF1E2FCPJnn9IgIgCmQDp0T,,,,release,True,"{""caregiver_user_pool_id"":""113cf026-bc7b-4569-9e52-61e7e20d65e3""}",2024-08-09 15:37:11+00:00,sub_1MF1E3FCPJnn9IgIjO47Fj3K,released,cus_MyzCv5NteiZuLv,,2024-08-14 01:20:32.081000+00:00
sub_sched_1PiKYCFCPJnn9IgIEL3IScty,,,2024-07-30 18:13:32+00:00,,,charge_automatically,pm_1NWehmFCPJnn9IgIUcsJK2AS,,,,release,True,"{""caregiver_user_pool_id"":""0640b73e-0d01-4de5-9217-19797f78bfdb""}",2024-08-11 12:14:40+00:00,sub_1NWehnFCPJnn9IgIFYl99R8b,released,cus_OJHGq32AkMHP7Q,,2024-08-14 01:20:21.655000+00:00
sub_sched_1Pj0E6FCPJnn9IgIOkWHVWrK,,,2024-08-01 14:43:34+00:00,,,charge_automatically,pm_1OWjodFCPJnn9IgIiYE7M0av,,,,release,True,"{""caregiver_user_pool_id"":""64ee8eda-369b-4d64-8619-83efda64f449""}",2024-08-09 18:14:21+00:00,sub_1OWjoeFCPJnn9IgIdXJF55is,released,cus_PLQfQLBl700QGu,,2024-08-14 01:20:23.590000+00:00
sub_sched_1PgxGuFCPJnn9IgIEoVBRgcA,,,2024-07-26 23:10:00+00:00,,,charge_automatically,pm_1LUgATFCPJnn9IgISifwUiBH,,,,release,True,"{""caregiver_user_pool_id"":""acbe33ff-0599-4281-9f2f-00297a548588""}",2024-07-26 23:35:19+00:00,sub_1LUgAUFCPJnn9IgIudnw6SJe,released,cus_MD6NNhLQ9812Zr,,2024-08-14 01:20:17.487000+00:00
sub_sched_1PfpAgFCPJnn9IgI0bzIwC3N,,,2024-07-23 20:18:54+00:00,,,charge_automatically,pm_1NOZIkFCPJnn9IgIAtdZqxVV,,,,release,True,"{""caregiver_user_pool_id"":""32a5870e-5f98-4039-86d1-623960779b95""}",2024-07-23 20:28:17+00:00,sub_1NOZIlFCPJnn9IgIkD37y9i9,released,cus_OAv9qh96yZ1qaY,,2024-08-14 01:20:14.547000+00:00
sub_sched_1PkEvGFCPJnn9IgIakSqEGQi,,,2024-08-05 00:37:14+00:00,,,charge_automatically,pm_1JmqHCFCPJnn9IgI8yaSLRJB,,,,release,True,"{""caregiver_user_pool_id"":""f274c49b-7324-4c65-b31d-2143dae6cfcc""}",2024-08-10 01:41:05+00:00,sub_1JmqHEFCPJnn9IgIFgBe51Um,released,cus_KRjkl7VnQTtFRD,,2024-08-14 01:20:27.642000+00:00
sub_sched_1Pn0XsFCPJnn9IgIyYyJx6f5,,,2024-08-12 15:52:32+00:00,,,charge_automatically,pm_1MZcGuFCPJnn9IgIBuo5y8oX,,,,release,True,"{""caregiver_user_pool_id"":""b3d905a0-9999-4b49-b74a-19f2c5274dff""}",2024-08-12 15:54:21+00:00,sub_1MZcGvFCPJnn9IgIThKu4u2y,released,cus_NKGoxm7NZefSMu,,2024-08-14 01:20:35.076000+00:00
sub_sched_1PjiXdFCPJnn9IgIRz7HXRW4,,,2024-08-03 14:02:41+00:00,,,charge_automatically,pm_1LHUHMFCPJnn9IgILWaEQvYC,,,,release,True,"{""caregiver_user_pool_id"":""84b49eab-1f02-4d59-bec9-d849df0101f2""}",2024-08-03 14:03:26+00:00,sub_1LHUHOFCPJnn9IgIKgnz4Pdh,released,cus_LzTDGZX8SInN5F,,2024-08-14 01:20:26.173000+00:00
sub_sched_1Pd1ymFCPJnn9IgIBH7rWDcP,,,2024-07-16 03:23:04+00:00,,,charge_automatically,pm_1OcIU0FCPJnn9IgI3apdNJAu,,,,release,True,"{""caregiver_user_pool_id"":""0f8df278-1be7-4e4a-bb28-bad29b94e05b""}",2024-07-23 03:26:41+00:00,sub_1NPdPQFCPJnn9IgIM4OvFda5,released,cus_OC1SmfQEvgE0y8,,2024-08-14 01:20:06.784000+00:00
sub_sched_1Pce9SFCPJnn9IgIMaRXv1dF,,,2024-07-15 01:56:30+00:00,,,charge_automatically,pm_1LkRm0FCPJnn9IgI17UvFUzI,,,,release,True,"{""caregiver_user_pool_id"":""792f712d-fdda-4e99-a674-7fc0768817ee""}",2024-07-15 02:00:40+00:00,sub_1KDd4wFCPJnn9IgIXAFxE1aN,released,cus_KtPunZ2O9mvSY5,,2024-08-14 01:20:05.586000+00:00
sub_sched_1PfmClFCPJnn9IgI9t1Uj7Br,,,2024-07-23 17:08:51+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""28b117d7-6959-44c4-8b5e-96a604dd0d40""}",2024-07-23 17:09:21+00:00,sub_1PWnJGFCPJnn9IgI6at6whcc,released,cus_Lxgk8IF8EDbg84,,2024-08-14 01:20:14.237000+00:00
sub_sched_1PmhypFCPJnn9IgI6zgu9dAo,,,2024-08-11 20:03:07+00:00,,,charge_automatically,pm_1P31KhFCPJnn9IgI9X2hLUOy,,,,release,True,"{""caregiver_user_pool_id"":""3f8930b6-2f3a-4d78-94c8-6945ec5eb1fe""}",2024-08-11 20:05:44+00:00,sub_1LPcZLFCPJnn9IgIjo03FVGX,released,cus_M7sJGF3XwyAsFT,,2024-08-14 01:20:34.345000+00:00
sub_sched_1Pi4vTFCPJnn9IgINAW8EsAr,,,2024-07-30 01:32:31+00:00,,,charge_automatically,pm_1OGSHaFCPJnn9IgIPvhbZc8N,,,,release,True,"{""caregiver_user_pool_id"":""a544baa4-c4dc-4f89-8ca9-1309b6c0f031""}",2024-07-30 01:33:51+00:00,sub_1NZMIxFCPJnn9IgI12GQuQr5,released,cus_OIEdWPOaSMHYWI,,2024-08-14 01:20:20.850000+00:00
sub_sched_1PfMN8FCPJnn9IgIx6XGsroa,,,2024-07-22 13:33:50+00:00,,,charge_automatically,pm_1JZlpNFCPJnn9IgIo20BFN8K,,,,release,True,"{""caregiver_user_pool_id"":""b970c72c-ea3a-4640-add7-b30c8b8f0dae""}",2024-07-22 13:40:29+00:00,sub_1JZlpOFCPJnn9IgIHqbLYzkd,released,cus_KEEH76UfL4dMnh,,2024-08-14 01:20:13.283000+00:00
sub_sched_1Pj7EwFCPJnn9IgIkIVWbEVT,,,2024-08-01 22:12:54+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""ac93dfc6-7fa8-4a9c-b229-3fd302ccc4d5""}",2024-08-06 23:49:57+00:00,sub_1OgyOmFCPJnn9IgILaMJMYMJ,released,cus_PW0N4jZgkZy24Z,,2024-08-14 01:20:23.823000+00:00
sub_sched_1PfOnzFCPJnn9IgISUumGSQI,,,2024-07-22 16:09:43+00:00,,,charge_automatically,pm_1PfOoeFCPJnn9IgIOCm7FYJJ,,,,release,True,"{""caregiver_user_pool_id"":""8f0e76a7-40c1-4675-89b2-c1328835a68c""}",2024-07-30 16:00:27+00:00,sub_1KxvU6FCPJnn9IgIEgzK87Td,released,cus_LfG0Z0txpHjg46,,2024-08-14 01:20:13.255000+00:00
sub_sched_1PgbfAFCPJnn9IgIV99nuxt3,,,2024-07-26 00:05:36+00:00,,,charge_automatically,pm_1NB5h6FCPJnn9IgIxyKgK9Zt,,,,release,True,"{""caregiver_user_pool_id"":""3be1cbb5-b186-4bc4-b29d-2f74ce2e8970""}",2024-07-26 00:06:17+00:00,sub_1NB5h7FCPJnn9IgIulgwPnUo,released,cus_Nwzg1PR90as3lK,,2024-08-14 01:20:16.813000+00:00
sub_sched_1Pe2s9FCPJnn9IgIhVqzPVn6,,,2024-07-18 22:32:25+00:00,,,charge_automatically,pm_1M3R4uFCPJnn9IgIcLANiKAr,,,,release,True,"{""caregiver_user_pool_id"":""693bfef3-cd4d-45b5-aade-3d8230a96461""}",2024-07-19 19:19:40+00:00,sub_1M3R4vFCPJnn9IgIPa5OmBsU,released,cus_Mn17f7GD6WhB0w,,2024-08-14 01:20:09.718000+00:00
sub_sched_1PgcCpFCPJnn9IgIhFjteIKn,,,2024-07-26 00:40:23+00:00,,,charge_automatically,pm_1OG2VzFCPJnn9IgI169YPaOt,,,,release,True,"{""caregiver_user_pool_id"":""a7a2a20f-e888-486c-b93c-433c4495d72e""}",2024-07-26 00:43:56+00:00,sub_1KynYtFCPJnn9IgIdpLbkVKJ,released,cus_Lg9snLXtrgpz9e,,2024-08-14 01:20:16.813000+00:00
sub_sched_1PdF4LFCPJnn9IgIcaXJH2I6,,,2024-07-16 17:21:41+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""d37da704-78cf-47c4-b7ea-a4b75358b9af""}",2024-07-16 17:22:26+00:00,sub_1NwVmlFCPJnn9IgIUkX8Wk3z,released,cus_OiRZAGLDGdt9vY,,2024-08-14 01:20:07.288000+00:00
sub_sched_1Pg2RiFCPJnn9IgIJsZfKmFe,,,2024-07-24 10:29:22+00:00,,,charge_automatically,pm_1McsvUFCPJnn9IgIsqaky1Fd,,,,release,True,"{""caregiver_user_pool_id"":""524a3222-f118-4143-b68c-4f29874b1ad1""}",2024-07-24 10:29:33+00:00,sub_1Lwp92FCPJnn9IgIlESCbRyy,released,cus_MgBWiVzeVPBXiK,,2024-08-14 01:20:15.089000+00:00
sub_sched_1Pmy94FCPJnn9IgIdRlJKUgV,,,2024-08-12 13:18:46+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""ab9e379e-b358-4719-a2c3-f51f24f4ef1b""}",2024-08-12 13:19:56+00:00,sub_1NhebtFCPJnn9IgIdP3GtdoZ,released,cus_OQbKIMEarcfQA3,,2024-08-14 01:20:35.029000+00:00
sub_sched_1PluqFFCPJnn9IgIeFCwLkX1,,,2024-08-09 15:34:59+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""113cf026-bc7b-4569-9e52-61e7e20d65e3""}",2024-08-09 15:37:11+00:00,sub_1OnEHYFCPJnn9IgIQAj6hdgD,released,cus_MyzCv5NteiZuLv,,2024-08-14 01:20:32.081000+00:00
sub_sched_1Pgb4CFCPJnn9IgIrNwKvLqz,,,2024-07-25 23:27:24+00:00,,,charge_automatically,pm_1LW3sRFCPJnn9IgIzIewHaDu,,,,release,True,"{""caregiver_user_pool_id"":""599ef77e-97bd-4543-b155-60a4dc2782c6""}",2024-07-25 23:31:01+00:00,sub_1LW3sSFCPJnn9IgIvniopziQ,released,cus_MEWw0GzqoCSp6F,,2024-08-14 01:20:16.499000+00:00
sub_sched_1PiK3kFCPJnn9IgIBOR595gT,,,2024-07-30 17:42:04+00:00,,,charge_automatically,pm_1OpjDpFCPJnn9IgIndRpNaiK,,,,release,True,"{""caregiver_user_pool_id"":""0b928259-41aa-4d48-83cb-c2aa8c56683c""}",2024-07-30 17:44:37+00:00,sub_1MELoNFCPJnn9IgIeh1Vtytg,released,cus_MyIPq6Vcq2JMCG,,2024-08-14 01:20:21.338000+00:00
sub_sched_1Pg2SOFCPJnn9IgIrexhMZpi,,,2024-07-24 10:30:04+00:00,,,charge_automatically,pm_1McsvUFCPJnn9IgIsqaky1Fd,,,,release,True,"{""caregiver_user_pool_id"":""524a3222-f118-4143-b68c-4f29874b1ad1""}",2024-08-02 02:07:07+00:00,sub_1Lwp92FCPJnn9IgIlESCbRyy,released,cus_MgBWiVzeVPBXiK,,2024-08-14 01:20:15.089000+00:00
sub_sched_1PmqBNFCPJnn9IgIH358GntQ,,,2024-08-12 04:48:37+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""508175a6-b9fb-450c-b5e4-c99d87832e30""}",2024-08-12 04:49:10+00:00,sub_1NkDMAFCPJnn9IgIAcKwW5BM,released,cus_OQEbbxYuwYNYNV,,2024-08-14 01:20:34.597000+00:00
sub_sched_1PgynpFCPJnn9IgIRuK0Yryb,,,2024-07-27 00:48:05+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""e6d97403-0c6a-4003-8fd2-ded1b673a41b""}",2024-07-29 09:36:53+00:00,sub_1PgBFDFCPJnn9IgItf7tD2Ie,released,cus_PwvEQlq2LmAkG1,,2024-08-14 01:20:17.731000+00:00
sub_sched_1PdbFPFCPJnn9IgIV7zKy7Lh,,,2024-07-17 17:02:35+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""8257a1ba-0566-4305-ad81-e5df6061cdcd""}",2024-07-17 17:03:23+00:00,sub_1Pc8lFFCPJnn9IgILMzHWD2s,released,cus_QT4rCbsV995vIV,,2024-08-14 01:20:08.375000+00:00
sub_sched_1PdEEjFCPJnn9IgIYgRghjqc,2024-07-17 20:52:29+00:00,,2024-07-16 16:28:21+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""9b1278c8-fc9d-4909-a3d9-6f5cfe722963""}",,,canceled,cus_M6bDu2UkpwjIgH,sub_1NMJEtFCPJnn9IgIF1IwCVBZ,2024-08-14 01:20:07.213000+00:00
sub_sched_1Pe2mZFCPJnn9IgIhK0t5lSi,,,2024-07-18 22:26:39+00:00,,,charge_automatically,pm_1M3R4uFCPJnn9IgIcLANiKAr,,,,release,True,"{""caregiver_user_pool_id"":""693bfef3-cd4d-45b5-aade-3d8230a96461""}",2024-07-18 22:29:58+00:00,sub_1M3R4vFCPJnn9IgIPa5OmBsU,released,cus_Mn17f7GD6WhB0w,,2024-08-14 01:20:09.719000+00:00
sub_sched_1PeOZRFCPJnn9IgIwAiRwcvm,,,2024-07-19 21:42:33+00:00,,,charge_automatically,pm_1NQZonFCPJnn9IgIp91Jjw2r,,,,release,True,"{""caregiver_user_pool_id"":""7bd7dfb7-145f-46ce-b86a-b2c1df87b234""}",2024-08-01 17:00:01+00:00,sub_K6A0hs6T5ABpum,released,cus_J0o4oX0UQ9FSJB,,2024-08-14 01:20:10.660000+00:00
sub_sched_1PlEV2FCPJnn9IgIlUdeuYoK,,,2024-08-07 18:22:16+00:00,,,charge_automatically,pm_1OIuEqFCPJnn9IgIcfmjurib,,,,release,True,"{""caregiver_user_pool_id"":""07ed295e-d08f-4ab8-a7d1-cb198806c243""}",2024-08-07 18:24:33+00:00,sub_1LWktNFCPJnn9IgI7jo7i5y0,released,cus_MFFOzlHAruCI2k,,2024-08-14 01:20:30.374000+00:00
sub_sched_1PipXPFCPJnn9IgIbAscphxy,,,2024-08-01 03:18:47+00:00,,,charge_automatically,pm_1NTAm4FCPJnn9IgIwt6YzF0m,,,,release,True,"{""caregiver_user_pool_id"":""fc6a135d-a082-4305-88bc-331f59ddca68""}",2024-08-01 21:40:42+00:00,sub_1NTAm5FCPJnn9IgIXPy9dPrM,released,cus_OFg8Xz1UygC7eR,,2024-08-14 01:20:22.954000+00:00
sub_sched_1PkRKuFCPJnn9IgId0Swca2j,,,2024-08-05 13:52:32+00:00,,,charge_automatically,pm_1Nq2gGFCPJnn9IgI5STwMqFR,,,,release,True,"{""caregiver_user_pool_id"":""4bf32fad-138c-4e27-b615-3dbe5aadc0d1""}",2024-08-05 13:53:28+00:00,sub_1Nq2gHFCPJnn9IgIGq8h9bTf,released,cus_OdJIIVMEc0Q0Ku,,2024-08-14 01:20:28.092000+00:00
sub_sched_1Pm17PFCPJnn9IgIc9sgoBI2,,,2024-08-09 22:17:07+00:00,,,charge_automatically,pm_1MHXQhFCPJnn9IgImNEebGeI,,,,release,True,"{""caregiver_user_pool_id"":""d638f9f7-1686-44cb-b02d-4fabfe8161d2""}",2024-08-09 22:22:52+00:00,sub_1MHXQiFCPJnn9IgIZFRxICwr,released,cus_N1abE3pDZju30u,,2024-08-14 01:20:32.412000+00:00
sub_sched_1PkYAKFCPJnn9IgIyMJVDYoK,2024-08-06 13:09:20+00:00,,2024-08-05 21:10:04+00:00,,,charge_automatically,pm_1Kos7lFCPJnn9IgIJmpF3zlO,,,,release,True,"{""caregiver_user_pool_id"":""250f1a25-4ad8-45a3-a8e4-3f53dc49df9d""}",,,canceled,cus_LVtvxfUMGxPDtP,sub_1Kos7nFCPJnn9IgI2r6exW0n,2024-08-14 01:20:28.326000+00:00
sub_sched_1PihcUFCPJnn9IgIl2ujbzsC,,,2024-07-31 18:51:30+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""017e56e6-007d-4a38-8a6d-c0da2fb4f71a""}",2024-07-31 18:52:23+00:00,sub_1PiUf6FCPJnn9IgIepID0o73,released,cus_OKuaweqHq9kukl,,2024-08-14 01:20:22.739000+00:00
sub_sched_1PiNwmFCPJnn9IgIYhVSAQqI,,,2024-07-30 21:51:08+00:00,,,charge_automatically,src_1NjS2yFCPJnn9IgINcWZwJ32,,,,release,True,"{""caregiver_user_pool_id"":""154918c6-364a-469f-8031-fd7ff02783a4""}",2024-07-30 21:52:50+00:00,sub_1KKY8UFCPJnn9IgIQHvqxy7k,released,cus_L0ZHQg8W9TtDKO,,2024-08-14 01:20:21.634000+00:00
sub_sched_1PmhcoFCPJnn9IgIM0r3hDPf,,,2024-08-11 19:40:22+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""cec5c5d4-5279-4dbc-a19c-44df773d211d""}",2024-08-11 19:41:28+00:00,sub_1PkQSKFCPJnn9IgIntkbc45Q,released,cus_QbW6Vo8aKNdkif,,2024-08-14 01:20:34.306000+00:00
sub_sched_1Pg8FrFCPJnn9IgILTDunIPv,,,2024-07-24 16:41:31+00:00,,,charge_automatically,pm_1PNi9dFCPJnn9IgIzBMJPcmJ,,,,release,True,"{""caregiver_user_pool_id"":""0efc6a9f-b4c5-4814-bef2-0c1b65dddc3d""}",2024-07-24 16:43:35+00:00,sub_1PNi9fFCPJnn9IgIzpeKX3Mm,released,cus_QEAUcoP2U8Plst,,2024-08-14 01:20:15.382000+00:00
sub_sched_1PdEzNFCPJnn9IgISkz03INf,,,2024-07-16 17:16:33+00:00,,,charge_automatically,src_1N5xHfFCPJnn9IgIpAIlbJQD,,,,release,True,"{""caregiver_user_pool_id"":""7a912be1-cebd-4a92-b148-af0cb7d5ad49""}",2024-08-01 17:00:01+00:00,sub_K6B0KF6ZQEWcOH,released,cus_JxhV4Y1Y9glcjl,,2024-08-14 01:20:07.288000+00:00
sub_sched_1PgFjbFCPJnn9IgI8d4IbDR9,,,2024-07-25 00:40:43+00:00,,,charge_automatically,pm_1KvWVyFCPJnn9IgIRtEwPrFO,,,,release,True,"{""caregiver_user_pool_id"":""df05088f-3be0-4fc6-ae62-4dda3217e6a9""}",2024-07-25 00:42:50+00:00,sub_1KvWW0FCPJnn9IgIujIqZDr0,released,cus_Lcm4XAMR6uHK7E,,2024-08-14 01:20:15.847000+00:00
sub_sched_1PgI5uFCPJnn9IgI290iHMzA,,,2024-07-25 03:11:54+00:00,,,charge_automatically,pm_1NME4sFCPJnn9IgIi9UZip4s,,,,release,True,"{""caregiver_user_pool_id"":""78bff21d-4b8c-4ed5-841f-e8d5c57d4095""}",2024-07-25 03:12:27+00:00,sub_1NME53FCPJnn9IgIyUEmWxsh,released,cus_KIvLlmiiUsIEuW,,2024-08-14 01:20:15.837000+00:00
sub_sched_1PizNnFCPJnn9IgIILPRoC8k,,,2024-08-01 13:49:31+00:00,,,charge_automatically,src_1NZKICFCPJnn9IgIfxVkoZf0,,,,release,True,"{""caregiver_user_pool_id"":""18bb8c12-1f04-45c3-9b7d-014df294508d""}",2024-08-01 13:50:26+00:00,sub_KB4WXqbhguPfkj,released,cus_KB4WixNy0wd4Vt,,2024-08-14 01:20:23.591000+00:00
sub_sched_1Pi7n8FCPJnn9IgIDvtQdcyZ,,,2024-07-30 04:36:06+00:00,,,charge_automatically,pm_1MKUwvFCPJnn9IgIyc0Po3b0,,,,release,True,"{""caregiver_user_pool_id"":""2c548daa-2190-4167-88af-fb0248d348f2""}",2024-07-30 04:40:05+00:00,sub_1MKUwxFCPJnn9IgIbsUNq8fI,released,cus_N4eFjoSdbtEAZk,,2024-08-14 01:20:20.796000+00:00
sub_sched_1PgyijFCPJnn9IgIyMZ3jtpr,2024-07-27 19:08:58+00:00,,2024-07-27 00:42:49+00:00,,,charge_automatically,pm_1OINgxFCPJnn9IgIxmdefbDj,,,,release,True,"{""caregiver_user_pool_id"":""2a81b211-1cd6-4e72-b583-9ad0d2d911c0""}",,,canceled,cus_P6asDlMFdlw3QN,sub_1OINgyFCPJnn9IgIqhMQwgGD,2024-08-14 01:20:17.742000+00:00
sub_sched_1Phq0gFCPJnn9IgI6uvFDhRJ,,,2024-07-29 09:36:54+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""e6d97403-0c6a-4003-8fd2-ded1b673a41b""}",2024-08-10 16:27:44+00:00,sub_1PgBFDFCPJnn9IgItf7tD2Ie,released,cus_PwvEQlq2LmAkG1,,2024-08-14 01:20:19.886000+00:00
sub_sched_1Pg71dFCPJnn9IgID44LQ13d,,,2024-07-24 15:22:45+00:00,,,charge_automatically,pm_1NkaTtFCPJnn9IgIv9fPHf0y,,,,release,True,"{""caregiver_user_pool_id"":""af700ee0-6b68-4ef4-a076-17b71fb4f0d8""}",2024-07-24 15:23:14+00:00,sub_1NkaSXFCPJnn9IgIlPcOPBah,released,cus_OPnfJ4Xk3Dejrt,,2024-08-14 01:20:15.316000+00:00
sub_sched_1PhiOaFCPJnn9IgIE0u8dks4,,,2024-07-29 01:29:04+00:00,,,charge_automatically,pm_1MKUwvFCPJnn9IgIyc0Po3b0,,,,release,True,"{""caregiver_user_pool_id"":""2c548daa-2190-4167-88af-fb0248d348f2""}",2024-07-29 01:33:45+00:00,sub_1MKUwxFCPJnn9IgIbsUNq8fI,released,cus_N4eFjoSdbtEAZk,,2024-08-14 01:20:19.655000+00:00
sub_sched_1PfOxeFCPJnn9IgIR5Lm2kk3,,,2024-07-22 16:19:42+00:00,,,charge_automatically,src_1OCvT1FCPJnn9IgIs5yVIYwm,,,,release,True,"{""caregiver_user_pool_id"":""3fcdf23c-0b57-420b-bc24-79f741f6182b""}",2024-08-01 17:00:01+00:00,sub_K6B5c7xQsPscdR,released,cus_JzcemZjmkf9eRy,,2024-08-14 01:20:13.255000+00:00
sub_sched_1PmygzFCPJnn9IgIMVeZuTuG,,,2024-08-12 13:53:49+00:00,,,charge_automatically,pm_1NfvoCFCPJnn9IgIgmzAjp8O,,,,release,True,"{""caregiver_user_pool_id"":""1ddcaca0-003f-4064-80de-f74046ede42a""}",2024-08-12 13:56:04+00:00,sub_1NfvoDFCPJnn9IgIFYXCHhuk,released,cus_OSrXRf94C3y8pn,,2024-08-14 01:20:35.032000+00:00
sub_sched_1Pn3ECFCPJnn9IgIm6pUJF5I,,,2024-08-12 18:44:24+00:00,,,charge_automatically,pm_1NRqYwFCPJnn9IgIjzVd2Jvl,,,,release,True,"{""caregiver_user_pool_id"":""9367f9e7-5d88-4b38-a20f-c2668fbe7314""}",2024-08-12 21:39:11+00:00,sub_1NRqYyFCPJnn9IgIyVZAPux4,released,cus_OEJBvdHpB3tmmD,,2024-08-14 01:20:35.307000+00:00
sub_sched_1PieFJFCPJnn9IgIlyICeZoC,,,2024-07-31 15:15:21+00:00,,,charge_automatically,pm_1ODHASFCPJnn9IgI2sRhV1Mk,,,,release,True,"{""caregiver_user_pool_id"":""9ecfa5bf-5013-4f89-b720-e61ec0f8275d""}",2024-07-31 15:16:56+00:00,sub_1ODHATFCPJnn9IgICTuQeinw,released,cus_P1JoATZPz1NfSj,,2024-08-14 01:20:22.448000+00:00
sub_sched_1Pdw8sFCPJnn9IgIjOxZDKG3,,,2024-07-18 15:21:14+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""67fd4d8b-32c0-44f1-ad97-7e3a6354b1f4""}",2024-07-31 20:09:56+00:00,sub_1Na2PfFCPJnn9IgIL5vf8cZg,released,cus_OJV4z0dL1QjGWF,,2024-08-14 01:20:09.338000+00:00
sub_sched_1PilQ5FCPJnn9IgI0pZXMAEk,,,2024-07-31 22:54:57+00:00,,,charge_automatically,pm_1PdGdMFCPJnn9IgIE9Q1zcbn,,,,release,True,"{""caregiver_user_pool_id"":""d0aa8425-409d-4c33-8883-fab932893c99""}",2024-07-31 22:55:38+00:00,sub_1PYs8qFCPJnn9IgIXy6NRzw4,released,cus_QPhXCLVJInWwrt,,2024-08-14 01:20:22.705000+00:00
sub_sched_1Pg5BaFCPJnn9IgIEP16ISWT,,,2024-07-24 13:24:54+00:00,,,charge_automatically,pm_1M3mM5FCPJnn9IgIrQx6s47B,,,,release,True,"{""caregiver_user_pool_id"":""02191f94-2817-48b2-91e1-2f4524d41812""}",2024-07-24 13:30:30+00:00,sub_1M3mM6FCPJnn9IgIl2vPwSnY,released,cus_MnN6cMJ9zsQQ1I,,2024-08-14 01:20:15.318000+00:00
sub_sched_1Pcx07FCPJnn9IgIzWgSuHux,,,2024-07-15 22:04:07+00:00,,,charge_automatically,pm_1OPFE0FCPJnn9IgIWHfedQAm,,,,release,True,"{""caregiver_user_pool_id"":""67b0f15b-08d3-4d78-a680-bab44d97a086""}",2024-07-20 00:01:27+00:00,sub_1MGtGsFCPJnn9IgIVwfTLmYu,released,cus_Mrw4ph339QDvHA,,2024-08-14 01:20:06.497000+00:00
sub_sched_1PfN0vFCPJnn9IgIi6i8qvpp,,,2024-07-22 14:14:57+00:00,,,charge_automatically,pm_1JZlpNFCPJnn9IgIo20BFN8K,,,,release,True,"{""caregiver_user_pool_id"":""b970c72c-ea3a-4640-add7-b30c8b8f0dae""}",2024-08-05 00:18:19+00:00,sub_1JZlpOFCPJnn9IgIHqbLYzkd,released,cus_KEEH76UfL4dMnh,,2024-08-14 01:20:13.279000+00:00
sub_sched_1Pn01CFCPJnn9IgIf8vMx5fx,,,2024-08-12 15:18:46+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""dfb604b2-ba45-4de6-bd2f-525b2b7bf69e""}",2024-08-12 15:20:29+00:00,sub_K6B08Fj1sDIgWM,released,cus_JxlWjKsvjlP1Qt,,2024-08-14 01:20:35.029000+00:00
sub_sched_1PmFBSFCPJnn9IgIHJWwE4dT,,,2024-08-10 13:18:14+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""00aaeafa-c7bc-4d80-88f4-a64c8989ca70""}",2024-08-10 13:20:27+00:00,sub_1PbRSsFCPJnn9IgIE8sdqRoK,released,cus_QSM92QQkMWfyZ5,,2024-08-14 01:20:33.135000+00:00
